,A_MARITL,A_SEX,A_HGA,A_AGE,PEAFEVER,PEARNVAL
149194,7,1,39,28,2,22680
149195,7,2,40,19,2,1932
149196,1,1,44,52,2,130000
149197,1,2,43,49,2,0
149198,7,1,37,17,2,0
149199,7,1,43,43,2,120000
149200,7,2,41,35,2,40000
149201,5,1,43,54,2,75000
149202,7,1,37,19,2,0
149203,7,1,43,53,2,60000
149204,1,2,43,38,2,15000
149205,1,1,43,39,2,85000
149206,7,2,0,9,-1,0
149207,7,1,0,3,-1,0
149208,7,1,0,1,-1,0
149209,7,1,43,29,2,69502
149210,1,2,43,29,2,20000
149211,1,1,44,33,2,60000
149212,1,2,39,50,2,1200
149213,1,1,39,52,2,20000
149214,1,1,39,85,2,0
149215,1,2,39,85,2,0
149216,4,2,44,85,2,0
149217,1,1,43,52,2,150000
149218,1,2,43,48,2,200000
149219,7,2,37,17,2,0
149220,7,1,34,15,-1,0
149221,5,2,32,60,2,0
149222,7,1,43,33,2,25800
149223,1,1,43,37,2,150000
149224,1,2,39,30,2,15032
149225,7,2,0,13,-1,0
149226,7,2,0,9,-1,0
149227,1,1,43,34,2,120000
149228,1,2,43,28,2,50000
149229,5,2,40,35,2,40000
149230,7,1,37,17,2,0
149231,7,1,36,15,-1,0
149232,7,2,43,29,2,24000
149233,7,1,0,10,-1,0
149234,7,1,0,10,-1,0
149235,7,1,44,37,2,36000
149236,7,1,39,67,2,50000
149237,1,2,40,77,2,0
149238,1,1,40,78,2,0
149239,1,1,44,66,2,-1300
149240,1,2,44,71,2,0
149241,1,2,43,76,2,0
149242,1,1,43,74,2,0
149243,7,1,43,48,2,90000
149244,7,1,40,36,2,4000
149245,5,2,43,53,2,66000
149246,7,2,40,21,2,0
149247,7,2,40,19,2,0
149248,5,1,39,64,2,60000
149249,5,2,43,25,2,0
149250,7,2,39,49,2,4000
149251,7,2,43,23,2,0
149252,7,1,40,21,2,15000
149253,7,2,40,21,2,0
149254,7,2,44,33,2,100000
149255,1,1,44,32,2,150000
149256,1,2,44,27,2,50000
149257,5,1,42,70,2,0
149258,1,1,41,40,2,198000
149259,1,2,34,36,2,7000
149260,7,2,36,16,-1,0
149261,7,2,0,14,-1,0
149262,4,2,40,75,2,0
149263,7,1,39,34,2,23000
149264,7,1,39,38,2,57000
149265,4,2,33,78,2,0
149266,5,1,39,80,2,0
149267,1,1,39,71,2,0
149268,1,2,35,67,2,5000
149269,5,2,46,38,2,160000
149270,7,2,0,13,-1,0
149271,1,1,43,68,1,35000
149272,1,2,44,63,2,130000
149273,1,2,43,37,2,0
149274,1,1,43,40,2,100000
149275,7,2,0,6,-1,0
149276,7,2,0,6,-1,0
149277,7,1,0,5,-1,0
149278,7,2,0,1,-1,0
149279,1,1,45,52,2,340000
149280,1,2,44,51,2,17453
149281,5,2,44,57,2,72000
149282,1,2,43,47,2,90000
149283,1,1,43,50,2,200000
149284,7,1,37,30,2,1000
149285,7,1,0,14,-1,0
149286,1,2,40,42,2,0
149287,1,1,43,43,2,15000
149288,7,1,39,18,2,15000
149289,7,2,36,16,-1,0
149290,7,2,0,9,-1,0
149291,7,2,0,7,-1,0
149292,7,1,0,6,-1,0
149293,1,1,43,35,2,510000
149294,1,2,43,35,2,0
149295,7,1,0,8,-1,0
149296,7,2,0,4,-1,0
149297,1,1,39,38,2,135000
149298,1,2,39,36,2,0
149299,7,2,0,9,-1,0
149300,7,1,0,7,-1,0
149301,1,1,43,59,1,40000
149302,1,2,39,71,2,0
149303,7,2,35,39,2,0
149304,7,1,0,10,-1,0
149305,7,1,0,7,-1,0
149306,7,1,0,5,-1,0
149307,7,1,35,40,2,30000
149308,1,2,39,80,2,0
149309,1,1,39,80,2,0
149310,7,1,39,66,2,0
149311,1,1,43,69,2,0
149312,1,1,43,76,1,0
149313,7,2,43,46,2,60000
149314,7,1,40,52,2,150000
149315,6,1,43,43,2,4000
149316,7,1,39,67,2,18000
149317,5,2,42,68,2,0
149318,5,2,40,72,2,0
149319,5,2,43,54,2,21000
149320,1,1,40,44,2,16000
149321,1,2,40,45,2,0
149322,7,1,0,2,-1,0
149323,4,2,44,76,2,0
149324,1,1,43,56,2,65000
149325,1,2,40,53,2,0
149326,7,2,43,24,2,60000
149327,7,1,40,22,2,11000
149328,7,2,33,28,2,0
149329,7,1,0,10,-1,0
149330,7,1,0,4,-1,0
149331,7,2,0,0,-1,0
149332,7,1,35,26,2,12000
149333,1,1,44,31,2,60000
149334,1,2,43,28,2,55002
149335,1,1,43,80,2,0
149336,1,2,43,80,2,0
149337,5,1,43,66,2,48000
149338,7,2,39,51,2,31200
149339,7,1,42,25,2,900
149340,1,2,44,68,2,0
149341,1,1,46,67,2,330000
149342,7,1,46,28,2,20000
149343,5,2,43,46,2,0
149344,4,2,44,55,2,130000
149345,7,1,40,25,2,0
149346,4,2,39,79,2,0
149347,5,2,40,50,2,48000
149348,1,2,44,34,2,0
149349,1,1,39,35,2,14000
149350,7,2,0,1,-1,0
149351,4,1,33,85,2,0
149352,5,1,34,68,2,0
149353,7,2,32,67,2,23000
149354,1,1,39,72,1,0
149355,1,2,42,73,2,0
149356,1,1,43,37,2,115000
149357,1,2,43,32,2,380000
149358,5,2,40,43,2,71000
149359,7,2,40,18,2,3360
149360,1,1,39,46,2,17500
149361,1,2,39,46,2,25000
149362,7,1,39,48,2,50000
149363,6,2,46,69,2,0
149364,1,1,43,75,2,0
149365,1,2,39,68,2,0
149366,5,2,40,85,2,0
149367,4,2,35,80,2,0
149368,1,2,39,65,2,0
149369,1,1,35,64,2,5000
149370,7,2,39,30,2,0
149371,1,1,42,61,2,105000
149372,1,2,39,44,2,70000
149373,7,2,0,14,-1,0
149374,7,2,43,46,2,180000
149375,4,1,43,74,2,0
149376,7,1,42,49,2,60000
149377,1,1,35,47,2,15000
149378,1,2,35,47,2,1000
149379,7,2,43,24,2,4506
149380,7,2,40,20,2,13000
149381,7,1,37,18,2,200
149382,7,2,0,12,-1,0
149383,1,2,43,41,2,0
149384,1,1,43,38,1,76000
149385,7,2,0,10,-1,0
149386,7,1,0,8,-1,0
149387,7,2,0,6,-1,0
149388,1,1,43,63,2,84000
149389,1,2,40,61,2,0
149390,7,1,41,30,2,20000
149391,1,1,39,63,2,45000
149392,1,2,39,61,2,0
149393,1,2,40,51,2,35000
149394,1,1,43,54,2,110000
149395,7,2,39,18,2,12650
149396,1,2,46,47,2,3500
149397,1,1,46,47,2,400000
149398,7,2,0,9,-1,0
149399,7,1,0,6,-1,0
149400,7,2,39,51,2,45760
149401,1,1,43,54,2,46215
149402,1,2,39,54,2,11200
149403,7,2,39,19,2,0
149404,1,1,39,30,2,27000
149405,1,2,36,30,2,48000
149406,7,1,0,10,-1,0
149407,7,1,0,4,-1,0
149408,5,1,39,32,2,60000
149409,7,2,0,3,-1,0
149410,7,2,40,30,2,25000
149411,1,1,32,42,2,20000
149412,1,2,34,39,2,22000
149413,7,1,39,19,2,0
149414,7,1,36,16,-1,0
149415,7,2,0,11,-1,0
149416,7,1,39,30,2,10000
149417,7,1,39,40,2,30000
149418,7,1,39,32,2,0
149419,1,1,34,63,2,26000
149420,1,2,35,58,2,0
149421,7,1,39,40,2,42000
149422,7,1,39,28,2,0
149423,7,1,39,26,2,4100
149424,7,2,39,26,2,21000
149425,7,2,35,16,-1,0
149426,3,1,39,52,2,0
149427,7,1,36,17,2,0
149428,1,1,32,66,2,43000
149429,1,2,33,64,2,0
149430,7,2,35,45,2,0
149431,7,1,0,12,-1,0
149432,7,1,0,12,-1,0
149433,6,2,39,32,2,0
149434,7,2,0,3,-1,0
149435,7,2,0,2,-1,0
149436,7,1,0,0,-1,0
149437,7,1,43,53,2,65000
149438,7,1,40,43,2,0
149439,7,1,44,25,2,0
149440,1,1,39,36,2,44000
149441,1,2,40,44,2,92230
149442,7,2,35,16,-1,0
149443,7,1,0,8,-1,0
149444,7,2,44,52,2,60000
149445,4,2,44,78,2,0
149446,1,1,43,36,2,90000
149447,1,2,44,69,2,0
149448,7,1,35,27,2,0
149449,7,2,36,27,2,0
149450,1,2,43,50,2,100000
149451,1,1,43,55,2,120000
149452,7,1,40,21,2,0
149453,5,2,35,53,2,15000
149454,5,1,40,34,2,44000
149455,7,1,0,14,-1,0
149456,7,1,40,28,2,160000
149457,7,1,43,28,2,70000
149458,1,1,44,80,1,0
149459,1,2,43,80,2,0
149460,1,1,43,61,2,25000
149461,1,2,43,50,2,0
149462,1,2,41,71,2,0
149463,1,1,43,70,2,0
149464,1,2,43,73,2,0
149465,1,1,43,77,2,0
149466,1,1,43,80,2,0
149467,1,2,39,68,2,19400
149468,1,1,36,50,2,86400
149469,1,2,39,44,2,0
149470,7,2,40,24,2,4000
149471,7,2,40,21,2,24000
149472,7,2,39,18,2,27000
149473,7,1,0,11,-1,0
149474,7,1,0,9,-1,0
149475,7,1,0,5,-1,0
149476,7,1,0,5,-1,0
149477,1,1,43,51,1,98000
149478,1,2,43,46,2,180000
149479,7,2,35,15,-1,0
149480,1,1,40,22,2,16000
149481,1,2,40,22,2,0
149482,7,1,0,0,-1,0
149483,1,2,39,58,2,0
149484,1,1,39,53,2,20000
149485,7,1,39,20,2,27000
149486,1,1,39,50,2,60000
149487,1,2,39,44,2,0
149488,1,1,39,80,1,0
149489,1,2,42,74,2,0
149490,1,2,42,80,2,0
149491,1,1,43,74,1,280000
149492,7,2,0,11,-1,0
149493,7,2,0,10,-1,0
149494,1,1,43,76,2,0
149495,1,2,40,76,2,0
149496,7,2,40,19,2,0
149497,1,2,39,27,2,0
149498,1,1,39,27,2,35000
149499,1,1,43,73,1,70000
149500,1,2,43,66,2,0
149501,5,2,44,54,2,250000
149502,7,2,43,26,2,0
149503,7,2,40,56,2,38000
149504,7,2,41,51,2,40000
149505,7,2,41,49,2,40000
149506,1,2,43,64,2,0
149507,1,1,43,69,2,0
149508,1,1,44,41,2,200000
149509,1,2,43,35,2,0
149510,7,1,0,2,-1,0
149511,7,2,40,29,2,2400
149512,7,2,40,29,2,17000
149513,7,1,39,25,2,60000
149514,4,2,39,62,2,0
149515,7,2,39,46,2,0
149516,7,1,41,30,2,47000
149517,7,2,39,31,2,45000
149518,1,2,43,72,2,0
149519,1,1,43,85,1,0
149520,5,2,44,53,2,185000
149521,7,2,43,25,2,15600
149522,7,2,39,17,2,0
149523,1,2,39,56,2,28000
149524,1,1,33,56,2,26000
149525,7,1,39,31,2,79800
149526,1,1,33,56,2,38000
149527,1,2,33,55,2,0
149528,7,1,39,25,2,55000
149529,7,1,40,19,2,10800
149530,7,1,34,55,2,19500
149531,7,1,34,42,2,65000
149532,3,2,33,57,2,0
149533,7,1,35,39,2,15000
149534,7,2,35,37,2,0
149535,1,1,39,58,2,53000
149536,1,2,39,53,2,35000
149537,7,1,40,22,2,0
149538,7,1,40,21,2,0
149539,7,2,44,37,2,63000
149540,7,1,43,45,2,50000
149541,5,1,41,50,2,0
149542,5,2,40,60,2,40000
149543,7,1,40,34,2,38000
149544,1,2,39,60,2,0
149545,1,1,39,64,2,25000
149546,4,2,43,85,2,0
149547,7,1,43,35,2,74000
149548,1,2,40,45,2,106000
149549,1,1,40,59,1,124000
149550,1,1,42,53,2,65000
149551,1,2,43,51,2,125000
149552,7,2,40,22,2,2000
149553,7,1,37,18,2,0
149554,7,2,35,17,2,0
149555,1,2,44,77,2,0
149556,1,1,46,80,2,0
149557,7,2,40,32,2,76000
149558,5,2,44,35,2,140000
149559,7,1,39,29,2,10000
149560,7,2,33,70,2,0
149561,7,2,40,55,2,30000
149562,7,1,40,26,2,0
149563,5,1,41,53,2,40000
149564,7,2,39,21,2,15002
149565,7,2,39,23,2,14000
149566,7,1,39,20,2,20002
149567,7,1,39,21,2,12000
149568,1,2,39,55,2,15000
149569,1,1,39,55,2,15000
149570,7,2,40,43,2,0
149571,6,2,43,49,2,0
149572,7,1,0,10,-1,0
149573,7,2,43,22,2,50000
149574,7,2,43,23,2,56000
149575,1,2,43,36,2,0
149576,1,1,44,32,2,0
149577,1,1,40,59,2,115000
149578,1,2,43,58,2,0
149579,7,2,43,26,2,50000
149580,7,1,43,24,2,1200
149581,5,2,44,58,2,0
149582,7,1,39,48,2,30000
149583,1,2,39,65,2,0
149584,1,1,39,65,2,65000
149585,1,1,39,37,2,100000
149586,1,2,39,45,2,24000
149587,1,1,40,73,2,0
149588,1,2,39,67,2,0
149589,7,1,39,39,2,46000
149590,5,2,44,49,2,18564
149591,1,2,33,44,2,36000
149592,1,1,35,50,2,10000
149593,7,2,0,13,-1,0
149594,7,1,43,23,2,2000
149595,7,2,43,22,2,0
149596,7,1,43,22,2,9735
149597,1,1,44,60,1,110000
149598,1,2,42,48,2,0
149599,4,2,44,76,2,7000
149600,5,2,40,58,2,0
149601,1,1,44,71,2,0
149602,1,2,43,65,2,0
149603,5,1,46,63,2,110000
149604,1,1,43,40,2,95000
149605,1,2,43,38,2,0
149606,7,2,0,9,-1,0
149607,7,1,0,6,-1,0
149608,1,1,40,70,2,0
149609,1,2,44,61,2,50000
149610,7,1,40,25,2,5600
149611,1,2,32,61,2,0
149612,1,1,33,55,2,13000
149613,3,1,33,63,2,45000
149614,1,1,39,18,2,30900
149615,1,2,39,18,2,0
149616,7,1,0,6,-1,0
149617,7,1,0,3,-1,0
149618,1,1,46,58,2,100000
149619,1,2,43,56,2,50000
149620,1,1,43,43,2,0
149621,1,2,43,26,2,0
149622,7,1,0,7,-1,0
149623,7,1,0,1,-1,0
149624,1,2,42,33,2,35000
149625,1,1,40,33,2,90000
149626,7,2,0,9,-1,0
149627,7,2,0,8,-1,0
149628,1,1,43,61,2,171000
149629,1,2,43,60,2,5800
149630,1,2,41,31,2,0
149631,1,1,43,30,2,64000
149632,7,2,0,3,-1,0
149633,7,1,0,0,-1,0
149634,1,1,40,59,2,160000
149635,1,2,40,54,2,83000
149636,7,2,36,17,2,0
149637,7,1,35,15,-1,0
149638,7,1,43,31,2,96140
149639,7,2,44,33,2,60000
149640,7,2,39,33,2,15600
149641,7,1,0,13,-1,0
149642,7,1,0,11,-1,0
149643,7,2,0,5,-1,0
149644,1,2,45,34,2,150000
149645,1,1,39,34,2,46000
149646,7,2,39,19,2,0
149647,4,2,39,55,2,28000
149648,7,1,39,38,1,84000
149649,7,1,39,35,2,45000
149650,1,2,39,59,2,38000
149651,1,1,39,59,2,31200
149652,1,2,39,34,2,45000
149653,1,1,39,46,2,104000
149654,7,1,36,17,2,0
149655,1,2,41,40,2,5000
149656,1,1,43,41,2,135000
149657,7,1,0,11,-1,0
149658,7,2,0,7,-1,0
149659,6,1,39,65,2,0
149660,5,2,39,51,2,55000
149661,7,1,39,30,2,45000
149662,5,2,38,67,2,0
149663,1,1,44,42,2,150000
149664,1,2,43,44,2,50000
149665,1,1,43,73,2,0
149666,1,2,44,68,2,0
149667,4,2,43,78,2,0
149668,3,2,40,77,2,0
149669,1,2,40,56,2,0
149670,1,1,39,36,2,37317
149671,1,2,39,80,2,0
149672,1,1,39,85,2,0
149673,1,2,43,38,2,12779
149674,1,1,42,39,2,80000
149675,7,2,0,11,-1,0
149676,7,1,0,9,-1,0
149677,7,2,0,8,-1,0
149678,4,1,40,69,2,0
149679,7,2,40,32,2,15000
149680,1,1,41,52,2,114000
149681,1,2,39,46,2,24000
149682,7,1,38,19,2,0
149683,7,1,0,4,-1,0
149684,1,2,43,61,2,170000
149685,1,1,40,63,2,100000
149686,7,1,40,19,2,4000
149687,1,1,40,56,2,50000
149688,1,2,43,47,2,102000
149689,7,1,37,17,2,7800
149690,7,2,0,11,-1,0
149691,6,1,40,60,2,55000
149692,5,2,44,35,2,145000
149693,1,2,43,31,2,50000
149694,1,2,44,32,2,85000
149695,7,1,0,4,-1,0
149696,4,2,39,80,2,0
149697,1,1,43,44,2,300000
149698,1,2,43,45,2,126000
149699,7,1,36,16,-1,0
149700,7,1,0,6,-1,0
149701,1,1,44,47,2,232600
149702,1,2,43,47,2,46000
149703,7,2,0,9,-1,0
149704,7,2,0,7,-1,0
149705,6,2,40,33,2,35000
149706,7,2,0,13,-1,0
149707,7,1,0,10,-1,0
149708,1,1,34,49,2,35000
149709,1,2,39,47,2,3000
149710,7,2,39,27,2,15000
149711,7,1,39,18,2,17000
149712,7,1,39,31,2,45000
149713,7,2,39,25,2,0
149714,7,2,0,2,-1,0
149715,7,2,0,1,-1,0
149716,5,2,43,42,2,3300
149717,7,2,0,6,-1,0
149718,7,2,43,33,2,8000
149719,7,1,43,49,2,0
149720,7,1,41,33,2,21002
149721,1,1,45,73,2,0
149722,1,2,45,68,2,0
149723,4,2,39,85,2,0
149724,4,2,31,76,2,0
149725,7,1,40,19,2,75000
149726,7,2,40,18,2,1550
149727,4,2,33,85,2,8952
149728,7,2,40,19,2,27000
149729,7,1,39,18,2,0
149730,7,2,36,18,2,0
149731,7,2,39,18,2,0
149732,7,1,0,7,-1,0
149733,1,2,33,49,2,38760
149734,1,1,33,49,2,29300
149735,5,1,42,54,2,76000
149736,7,1,43,47,2,80000
149737,1,2,45,51,2,79138
149738,1,1,43,52,2,91730
149739,7,1,39,18,2,15000
149740,1,2,33,42,2,35000
149741,1,1,36,43,2,55000
149742,7,1,37,18,2,0
149743,7,1,0,10,-1,0
149744,7,1,0,9,-1,0
149745,7,2,0,7,-1,0
149746,1,1,40,46,2,30000
149747,1,2,40,41,2,50000
149748,7,2,36,17,2,10000
149749,7,2,0,14,-1,0
149750,7,2,0,12,-1,0
149751,7,2,39,57,2,45000
149752,4,1,32,85,2,0
149753,4,1,34,66,2,0
149754,7,1,38,64,2,0
149755,7,1,33,58,2,40000
149756,7,1,37,54,2,30000
149757,7,1,37,49,2,18720
149758,7,2,39,21,2,0
149759,7,2,39,18,2,0
149760,1,1,38,46,2,70000
149761,1,2,39,47,2,0
149762,7,1,39,24,2,100000
149763,7,2,40,18,2,0
149764,7,1,0,14,-1,0
149765,1,1,46,59,2,0
149766,1,2,43,60,2,0
149767,7,1,43,30,2,25800
149768,7,1,43,26,2,25800
149769,3,1,33,75,2,27000
149770,7,1,39,40,2,56000
149771,7,1,39,37,2,56000
149772,7,2,39,73,2,0
149773,7,2,42,44,2,31950
149774,7,2,40,18,2,1000
149775,7,2,0,10,-1,0
149776,1,1,33,49,2,35120
149777,1,2,39,47,2,20000
149778,7,1,40,23,2,21000
149779,7,1,33,57,2,21632
149780,1,1,42,85,2,0
149781,1,2,42,85,2,0
149782,1,1,43,59,2,130000
149783,1,2,39,54,2,12000
149784,7,2,40,19,2,0
149785,7,1,39,20,2,17000
149786,1,1,37,41,2,32000
149787,1,2,39,40,2,42000
149788,7,2,36,17,2,0
149789,5,1,45,35,1,117000
149790,7,1,0,0,-1,0
149791,7,2,43,34,2,64000
149792,1,1,39,49,2,66560
149793,1,2,44,50,1,99500
149794,7,1,40,25,2,0
149795,7,1,40,23,2,0
149796,7,1,40,20,2,0
149797,1,1,44,42,2,120000
149798,1,2,43,38,2,65000
149799,7,2,0,8,-1,0
149800,7,1,0,7,-1,0
149801,1,1,39,48,2,300000
149802,1,2,40,48,2,90000
149803,7,2,35,15,-1,0
149804,7,2,0,11,-1,0
149805,6,2,32,58,2,18000
149806,7,1,34,32,2,23400
149807,7,1,35,26,2,12000
149808,7,2,39,26,2,0
149809,1,1,39,80,1,0
149810,1,2,39,72,2,0
149811,1,1,40,68,2,68000
149812,1,2,40,68,2,0
149813,7,2,43,27,2,20000
149814,7,1,43,27,2,48
149815,7,2,42,31,2,50000
149816,4,1,42,61,2,63000
149817,7,1,42,55,2,30000
149818,7,1,40,30,2,0
149819,1,1,40,33,1,169000
149820,1,2,43,32,2,0
149821,7,2,0,5,-1,0
149822,7,2,0,4,-1,0
149823,7,2,42,34,2,600000
149824,7,2,0,0,-1,0
149825,7,2,0,8,-1,0
149826,1,1,44,49,2,135000
149827,1,2,43,40,2,30000
149828,7,1,36,20,2,0
149829,7,1,40,17,2,0
149830,6,2,31,37,2,4000
149831,7,1,35,16,-1,0
149832,7,1,0,6,-1,0
149833,1,2,39,72,2,0
149834,1,1,44,77,1,0
149835,1,2,35,44,2,32000
149836,1,1,35,32,2,9000
149837,7,2,0,12,-1,0
149838,7,1,0,11,-1,0
149839,7,1,0,9,-1,0
149840,7,1,0,1,-1,0
149841,7,1,41,23,2,0
149842,7,1,39,21,2,0
149843,7,1,39,20,2,0
149844,7,2,40,24,2,16000
149845,1,2,34,45,2,0
149846,1,1,39,43,2,40000
149847,7,1,37,17,2,0
149848,3,2,33,68,2,0
149849,6,1,33,72,2,0
149850,7,1,39,29,2,24277
149851,7,2,40,27,2,23000
149852,7,1,0,10,-1,0
149853,4,2,43,74,2,0
149854,1,1,39,45,2,36000
149855,1,2,40,45,2,35000
149856,7,2,40,20,2,0
149857,1,1,35,67,2,4000
149858,1,2,35,66,2,0
149859,1,1,43,42,2,160000
149860,1,2,43,46,2,40000
149861,7,2,40,24,2,28500
149862,5,2,41,73,2,0
149863,1,1,32,62,2,35000
149864,1,2,39,48,2,30000
149865,7,1,39,27,2,30000
149866,7,1,0,14,-1,0
149867,7,1,0,5,-1,0
149868,7,2,39,30,2,35000
149869,7,1,0,11,-1,0
149870,7,1,40,34,2,32000
149871,1,2,44,39,2,50000
149872,1,1,43,40,2,100000
149873,7,2,0,9,-1,0
149874,7,1,0,7,-1,0
149875,6,1,39,54,2,40000
149876,7,2,36,16,-1,0
149877,7,2,31,53,2,0
149878,5,2,39,42,2,28080
149879,7,1,39,26,2,20000
149880,7,1,39,22,2,26000
149881,7,1,39,17,2,0
149882,3,1,34,50,2,30000
149883,3,1,34,31,2,30000
149884,1,1,39,41,2,65000
149885,1,2,39,39,2,17000
149886,7,2,43,37,2,90000
149887,7,2,43,26,2,64000
149888,7,1,0,7,-1,0
149889,1,1,43,67,2,72000
149890,1,2,43,67,2,72000
149891,1,1,40,58,2,85000
149892,1,2,42,56,2,11000
149893,7,2,40,20,2,12000
149894,7,1,43,67,2,30000
149895,5,2,40,38,2,33000
149896,7,1,40,19,2,0
149897,7,2,36,16,-1,0
149898,1,2,39,50,2,0
149899,1,1,39,43,2,40000
149900,7,2,43,23,2,45000
149901,7,1,35,16,-1,0
149902,1,2,40,31,2,0
149903,1,1,40,32,2,41000
149904,7,1,0,11,-1,0
149905,7,1,0,11,-1,0
149906,7,1,0,1,-1,0
149907,7,2,0,0,-1,0
149908,1,1,42,55,2,100000
149909,1,2,40,52,2,70000
149910,7,2,43,23,2,0
149911,7,1,36,25,2,40000
149912,7,1,36,48,2,20000
149913,7,1,39,29,2,20000
149914,1,2,38,59,2,120000
149915,1,1,43,64,2,100000
149916,7,1,40,27,2,15000
149917,7,1,39,36,2,30000
149918,6,2,39,46,2,13000
149919,7,1,40,23,2,8002
149920,7,1,39,20,2,0
149921,7,2,37,16,-1,0
149922,7,1,37,15,-1,0
149923,7,2,40,28,2,5000
149924,7,2,0,9,-1,0
149925,7,1,39,25,2,29590
149926,5,2,33,53,2,25000
149927,7,2,39,17,2,0
149928,1,2,41,57,2,30000
149929,1,1,41,54,2,25000
149930,1,1,40,36,2,180000
149931,1,2,43,33,2,75000
149932,7,2,0,1,-1,0
149933,1,2,43,34,2,66000
149934,1,1,39,35,2,80000
149935,1,2,40,46,2,74880
149936,1,1,40,48,2,62000
149937,7,1,40,19,2,15500
149938,1,2,39,67,2,6000
149939,1,1,39,61,2,48880
149940,1,1,33,42,2,45000
149941,1,2,39,42,2,24000
149942,7,2,40,33,2,81900
149943,7,1,39,51,2,30000
149944,7,1,40,21,2,30000
149945,7,1,39,36,2,30000
149946,7,2,0,3,-1,0
149947,5,2,40,44,2,0
149948,1,2,43,50,2,28000
149949,1,1,43,55,2,90000
149950,7,2,40,19,2,0
149951,7,2,40,18,2,0
149952,1,2,39,52,2,35800
149953,1,1,43,52,2,40000
149954,7,1,39,20,2,3732
149955,7,2,37,18,2,661
149956,7,2,33,39,2,8800
149957,7,1,0,12,-1,0
149958,7,1,0,10,-1,0
149959,7,1,33,45,2,60000
149960,1,1,44,66,2,0
149961,1,2,44,73,2,0
149962,1,1,41,65,1,0
149963,1,2,42,68,2,0
149964,7,1,39,30,2,40000
149965,7,1,35,16,-1,0
149966,1,1,34,50,2,85000
149967,1,2,34,36,2,13000
149968,7,1,0,13,-1,0
149969,7,1,0,8,-1,0
149970,3,2,43,44,2,40000
149971,1,2,43,65,2,120000
149972,1,1,43,60,2,125000
149973,7,1,0,9,-1,0
149974,1,1,44,34,2,160000
149975,1,2,44,33,2,70000
149976,7,2,0,7,-1,0
149977,1,1,43,61,2,187000
149978,1,2,43,56,2,0
149979,7,1,43,29,2,70000
149980,7,2,43,24,2,0
149981,1,2,44,60,2,5000
149982,1,1,44,57,2,12000
149983,7,1,40,18,2,0
149984,1,1,46,36,2,215000
149985,1,2,43,36,2,50000
149986,7,1,0,2,-1,0
149987,7,1,0,0,-1,0
149988,1,1,44,31,2,133284
149989,1,2,44,32,2,55041
149990,7,1,0,0,-1,0
149991,1,1,44,41,2,99000
149992,1,2,43,35,2,60000
149993,7,2,0,4,-1,0
149994,7,2,0,3,-1,0
149995,7,1,0,0,-1,0
149996,5,2,42,70,2,0
149997,1,1,44,56,2,226000
149998,1,2,43,55,2,72000
149999,7,1,40,21,2,0
150000,1,2,46,54,2,31000
150001,1,1,44,54,2,140000
150002,7,1,40,19,2,1700
150003,7,1,36,16,-1,0
150004,1,2,43,30,2,0
150005,1,1,44,33,2,115000
150006,1,1,40,34,2,18000
150007,1,2,45,31,2,30000
150008,7,1,0,2,-1,0
150009,7,1,43,44,2,120000
150010,7,2,39,41,2,0
150011,1,1,39,69,2,0
150012,1,2,40,60,2,70848
150013,1,1,43,49,2,125000
150014,1,2,43,43,2,0
150015,7,2,0,8,-1,0
150016,7,2,0,8,-1,0
150017,1,1,43,56,2,125000
150018,1,2,44,52,2,138000
150019,1,2,40,29,2,0
150020,1,1,40,36,2,150000
150021,7,2,0,9,-1,0
150022,7,1,0,7,-1,0
150023,7,2,0,1,-1,0
150024,1,1,43,46,2,105000
150025,1,2,43,41,2,74000
150026,7,1,0,3,-1,0
150027,1,1,43,66,2,200000
150028,1,2,43,63,2,370000
150029,1,2,43,53,2,34000
150030,1,1,43,64,2,140000
150031,7,2,39,22,2,40000
150032,7,2,39,19,2,0
150033,7,2,36,16,-1,0
150034,1,1,42,48,2,100000
150035,1,2,42,49,2,0
150036,7,2,40,19,2,0
150037,7,2,36,16,-1,0
150038,1,2,42,36,2,100000
150039,1,1,43,37,2,100000
150040,7,1,0,10,-1,0
150041,1,2,45,41,2,36000
150042,1,1,44,45,2,65000
150043,7,1,0,5,-1,0
150044,7,1,44,29,2,67500
150045,7,2,44,27,2,45000
150046,4,2,44,51,2,76000
150047,7,1,40,22,2,18000
150048,7,2,40,20,2,0
150049,7,1,0,11,-1,0
150050,7,1,0,10,-1,0
150051,1,1,43,75,2,0
150052,1,2,43,75,2,0
150053,7,2,39,58,2,14000
150054,4,2,39,80,2,0
150055,1,1,42,85,2,0
150056,1,2,42,85,2,0
150057,1,2,46,78,2,25000
150058,1,1,46,79,2,0
150059,1,2,43,64,2,36000
150060,1,1,34,71,2,100000
150061,1,1,40,74,1,0
150062,1,2,39,77,2,0
150063,1,1,46,59,2,1099999
150064,1,2,44,49,2,6300
150065,7,2,43,22,2,0
150066,7,1,0,13,-1,0
150067,1,1,42,70,2,0
150068,1,2,44,68,2,0
150069,7,2,39,74,2,0
150070,1,2,39,36,2,0
150071,1,1,43,37,2,100000
150072,7,2,0,4,-1,0
150073,7,2,0,2,-1,0
150074,1,1,40,37,2,100000
150075,1,2,40,35,2,0
150076,7,1,0,5,-1,0
150077,7,1,0,2,-1,0
150078,7,2,40,27,2,23600
150079,7,1,40,32,2,12000
150080,1,1,43,66,2,4000
150081,1,2,43,62,2,60000
