,A_MARITL,A_SEX,A_HGA,A_AGE,PEAFEVER,PEARNVAL
938,1,1,44,73,2,0
939,1,2,44,72,2,0
940,4,1,41,75,1,0
941,7,1,39,36,2,67900
942,1,2,39,57,2,36000
943,1,1,39,54,1,0
944,7,1,39,26,2,0
945,1,2,44,42,2,52000
946,1,1,41,43,2,95000
947,7,1,0,11,-1,0
948,7,2,0,9,-1,0
949,4,2,44,85,2,0
950,1,1,44,62,2,170000
951,1,2,43,60,2,150000
952,5,2,40,65,2,85000
953,7,2,39,33,2,0
954,7,2,41,51,2,76400
955,1,1,43,64,1,0
956,1,2,43,55,2,0
957,1,2,39,68,2,24805
958,1,1,39,68,2,34766
959,1,2,44,45,2,13382
960,1,1,43,46,1,26000
961,7,1,42,22,2,13212
962,4,2,39,70,2,0
963,1,1,44,65,1,140000
964,1,2,42,49,2,85000
965,5,2,43,57,2,0
966,1,1,39,60,2,84000
967,1,2,39,64,2,28000
968,4,2,43,66,2,10000
969,5,2,39,31,2,40002
970,7,1,0,12,-1,0
971,7,2,0,6,-1,0
972,5,1,41,57,2,90000
973,1,1,44,72,1,0
974,1,2,44,72,2,0
975,7,2,39,35,2,10000
976,7,2,0,13,-1,0
977,7,1,0,7,-1,0
978,7,2,0,4,-1,0
979,7,2,0,0,-1,0
980,7,2,43,52,2,0
981,5,1,39,52,2,50000
982,7,2,40,20,2,7000
983,5,2,39,52,2,30000
984,1,1,42,64,2,50000
985,1,2,40,62,2,40000
986,1,1,41,66,2,0
987,1,2,41,62,2,7200
988,7,1,0,13,-1,0
989,7,1,39,19,2,12960
990,7,2,39,18,2,35100
991,7,1,39,55,2,0
992,7,1,39,33,2,6000
993,7,2,0,7,-1,0
994,7,1,0,2,-1,0
995,7,2,39,29,2,0
996,7,1,38,20,2,35000
997,5,2,40,38,2,48662
998,5,2,44,63,2,70000
999,5,2,43,70,2,65000
1000,1,1,43,40,2,130000
1001,1,2,44,46,2,107000
1002,7,2,0,7,-1,0
1003,7,1,0,4,-1,0
1004,1,2,40,61,2,15000
1005,1,1,39,65,2,67000
1006,7,1,39,30,2,36000
1007,7,1,37,26,2,3000
1008,4,2,40,77,2,0
1009,7,2,39,25,2,25000
1010,2,1,44,50,1,80000
1011,1,2,39,41,-1,108460
1012,7,2,37,18,2,0
1013,1,1,44,34,2,400000
1014,1,2,43,34,2,65000
1015,7,2,0,1,-1,0
1016,1,1,40,29,2,119000
1017,1,2,42,26,2,56000
1018,1,1,39,52,2,68000
1019,1,2,40,53,2,58536
1020,7,2,40,19,2,3600
1021,7,2,36,16,-1,0
1022,7,1,43,37,2,45600
1023,1,1,43,33,1,72000
1024,1,2,43,36,1,42000
1025,7,2,0,12,-1,0
1026,3,2,39,28,2,0
1027,7,1,40,25,2,50000
1028,7,2,40,23,2,30000
1029,1,1,39,80,1,0
1030,1,2,39,78,2,0
1031,5,1,39,59,1,101000
1032,5,2,39,53,2,42000
1033,1,1,42,57,2,130000
1034,1,2,43,39,2,78000
1035,7,2,0,13,-1,0
1036,7,1,0,11,-1,0
1037,1,2,43,40,2,85000
1038,1,1,43,44,2,117273
1039,7,2,0,6,-1,0
1040,7,2,39,27,2,31200
1041,7,1,0,6,-1,0
1042,7,2,0,4,-1,0
1043,4,2,39,49,2,52000
1044,7,1,39,27,2,36000
1045,7,2,40,33,2,3750
1046,7,1,0,8,-1,0
1047,7,1,0,1,-1,0
1048,7,1,39,40,2,50000
1049,1,2,44,31,2,28118
1050,1,1,41,31,2,74183
1051,7,1,0,3,-1,0
1052,7,1,0,0,-1,0
1053,1,1,40,28,2,54000
1054,1,2,39,25,2,0
1055,7,2,0,1,-1,0
1056,7,1,0,1,-1,0
1057,7,2,0,6,-1,0
1058,1,1,39,45,2,25000
1059,1,2,40,42,2,400
1060,7,2,0,6,-1,0
1061,7,2,0,1,-1,0
1062,4,2,39,75,2,0
1063,1,2,39,42,2,52000
1064,1,1,39,44,2,50000
1065,7,1,37,17,2,0
1066,1,2,39,33,2,3400
1067,1,1,43,39,2,74000
1068,7,2,0,3,-1,0
1069,1,2,39,37,2,38000
1070,1,1,39,40,2,30000
1071,7,1,35,16,-1,0
1072,7,1,0,13,-1,0
1073,7,1,0,12,-1,0
1074,7,2,0,0,-1,0
1075,1,1,39,33,2,82000
1076,1,2,43,28,2,0
1077,7,1,0,5,-1,0
1078,7,2,0,4,-1,0
1079,7,2,0,0,-1,0
1080,1,1,43,79,1,5300
1081,1,2,41,71,2,-2400
1082,1,2,39,74,2,0
1083,1,1,39,55,2,25000
1084,4,2,43,85,2,0
1085,1,1,39,66,2,0
1086,1,2,39,52,2,0
1087,1,2,43,77,2,0
1088,1,1,43,79,2,0
1089,1,1,43,85,2,0
1090,1,2,43,85,2,0
1091,1,2,43,70,2,0
1092,1,1,39,80,2,0
1093,7,1,39,39,2,49000
1094,7,1,0,2,-1,0
1095,7,2,41,38,2,0
1096,5,2,40,80,2,0
1097,5,1,39,51,2,20000
1098,1,2,43,44,2,71000
1099,1,1,40,59,2,49000
1100,7,1,35,16,-1,0
1101,7,1,0,13,-1,0
1102,4,1,43,80,2,0
1103,1,1,43,61,2,150000
1104,1,2,43,57,2,100000
1105,1,1,43,71,2,0
1106,1,2,44,70,2,0
1107,1,2,39,62,2,0
1108,1,1,39,69,2,30000
1109,7,1,43,43,2,30000
1110,5,1,40,44,2,75000
1111,7,2,40,33,2,1500
1112,5,1,46,69,2,0
1113,1,2,43,63,2,150500
1114,1,1,43,65,2,250500
1115,4,1,39,66,1,0
1116,1,2,44,37,2,0
1117,1,1,44,38,2,200000
1118,7,1,0,6,-1,0
1119,7,2,0,3,-1,0
1120,1,2,44,59,2,1800
1121,1,1,44,65,2,500000
1122,1,1,41,61,2,27774
1123,1,2,39,58,2,29500
1124,6,2,46,47,2,35280
1125,7,2,0,14,-1,0
1126,7,2,0,10,-1,0
1127,5,1,44,44,2,90000
1128,7,1,0,14,-1,0
1129,1,1,39,45,2,80000
1130,1,2,40,48,2,48000
1131,7,1,40,26,2,3000
1132,7,1,40,23,2,10000
1133,4,1,43,85,1,0
1134,1,1,43,53,2,50000
1135,1,2,44,55,2,95000
1136,7,1,37,17,2,16000
1137,7,1,35,15,-1,4000
1138,1,2,43,30,2,38300
1139,1,1,43,28,2,30000
1140,7,1,0,4,-1,0
1141,7,1,0,1,-1,0
1142,1,1,44,40,2,75000
1143,1,2,43,42,2,0
1144,7,1,0,14,-1,0
1145,7,2,0,12,-1,0
1146,1,2,41,67,2,0
1147,1,1,40,79,1,0
1148,1,1,44,75,2,0
1149,1,2,43,72,2,0
1150,1,2,43,80,2,0
1151,1,1,44,80,2,28000
1152,1,2,45,45,2,18300
1153,1,1,42,43,2,102000
1154,7,1,0,8,-1,0
1155,7,2,0,6,-1,0
1156,7,2,0,4,-1,0
1157,1,2,44,68,2,7000
1158,1,1,39,66,2,0
1159,1,1,40,72,1,0
1160,1,2,39,65,2,0
1161,7,2,44,37,2,61000
1162,7,2,37,18,2,16000
1163,7,2,0,14,-1,0
1164,1,1,44,43,2,97000
1165,1,2,44,43,2,112000
1166,7,1,0,13,-1,0
1167,7,2,0,9,-1,0
1168,6,1,44,55,2,153000
1169,1,1,40,36,2,39000
1170,1,2,39,38,2,1200
1171,7,2,0,13,-1,0
1172,7,1,0,11,-1,0
1173,7,2,0,4,-1,0
1174,7,1,0,2,-1,0
1175,1,1,39,37,2,45000
1176,1,2,39,39,2,20000
1177,7,1,35,16,-1,0
1178,7,2,0,13,-1,0
1179,7,2,40,27,2,0
1180,7,2,0,1,-1,0
1181,7,1,39,32,2,30000
1182,1,1,35,85,1,0
1183,1,2,39,85,2,0
1184,4,2,34,85,2,0
1185,5,1,35,85,1,0
1186,4,2,40,80,2,0
1187,7,1,39,66,2,0
1188,7,1,39,63,2,0
1189,1,2,40,55,2,45163
1190,1,1,40,63,1,42000
1191,7,1,39,35,2,35000
1192,7,1,39,33,2,1600
1193,7,1,40,77,2,0
1194,7,1,43,33,2,110000
1195,7,2,41,33,2,9500
1196,7,1,0,9,-1,0
1197,7,1,38,29,2,0
1198,1,2,41,67,2,11648
1199,1,1,43,70,2,12000
1200,1,1,40,50,2,21000
1201,1,2,41,73,2,0
1202,7,1,37,19,2,0
1203,7,1,0,6,-1,0
1204,7,1,0,5,-1,0
1205,1,2,39,43,2,0
1206,1,1,39,43,2,149000
1207,7,1,0,5,-1,0
1208,7,1,39,30,2,0
1209,7,1,39,29,2,0
1210,5,2,41,48,2,34000
1211,7,1,0,9,-1,0
1212,7,2,40,28,2,0
1213,7,1,39,62,2,0
1214,5,2,39,71,2,30129
1215,4,2,32,73,2,0
1216,4,2,41,71,2,0
1217,5,1,39,65,2,85000
1218,5,2,39,67,2,0
1219,7,2,43,25,2,14000
1220,7,1,43,32,2,12400
1221,7,2,41,31,2,18000
1222,7,1,45,37,2,14491
1223,5,2,44,32,2,55000
1224,7,1,0,11,-1,0
1225,1,1,39,68,2,0
1226,1,2,43,69,2,0
1227,1,1,39,69,2,130000
1228,1,2,43,70,2,5000
1229,1,1,43,75,1,0
1230,1,2,40,74,2,0
1231,1,2,37,40,2,8869
1232,1,1,39,42,2,31887
1233,7,1,0,13,-1,0
1234,7,2,0,8,-1,0
1235,5,2,39,64,2,1899
1236,4,2,45,66,2,170002
1237,1,2,39,59,2,19000
1238,1,1,40,55,2,100000
1239,4,2,39,79,2,0
1240,1,2,43,44,2,12000
1241,1,1,43,51,2,150000
1242,7,1,35,15,-1,0
1243,7,2,0,13,-1,0
1244,1,1,40,57,1,0
1245,1,2,44,48,1,54000
1246,7,1,39,29,2,36000
1247,7,1,42,25,2,25000
1248,7,2,35,15,-1,0
1249,1,2,39,73,2,0
1250,1,1,39,80,1,0
1251,6,1,45,35,2,4800
1252,5,2,39,35,2,29000
1253,7,1,39,59,2,75000
1254,7,1,39,30,2,47000
1255,5,2,39,60,2,64000
1256,4,2,39,85,2,0
1257,5,1,43,63,1,119000
1258,4,2,43,68,2,0
1259,1,1,46,66,2,100000
1260,1,2,44,61,2,50000
1261,4,2,41,75,2,32700
1262,7,2,39,43,2,0
1263,5,1,41,56,2,50000
1264,5,2,43,57,2,80000
1265,7,1,42,26,1,5000
1266,1,2,43,60,2,0
1267,1,1,44,63,2,50002
1268,5,2,39,69,2,0
1269,4,1,41,80,1,9000
1270,4,1,39,80,1,0
1271,4,2,39,80,2,0
1272,5,2,40,58,2,3000
1273,1,2,39,48,2,10000
1274,1,1,40,48,2,46000
1275,7,1,39,23,2,18000
1276,1,2,43,48,1,51000
1277,1,1,43,49,1,100000
1278,7,2,0,13,-1,0
1279,6,1,46,59,2,500000
1280,1,2,45,59,2,250000
1281,1,1,44,65,2,45000
1282,1,2,43,61,2,53000
1283,1,1,41,61,1,60000
1284,7,1,40,23,2,10400
1285,5,2,42,63,2,11000
1286,5,1,43,75,1,10000
1287,1,1,40,55,1,150000
1288,1,2,42,55,2,-9999
1289,7,1,42,31,2,0
1290,1,2,41,47,2,15000
1291,1,1,39,45,2,46000
1292,1,1,39,61,2,38000
1293,1,2,39,61,2,0
1294,1,1,44,56,2,101000
1295,1,2,44,58,2,180000
1296,7,1,40,20,2,2240
1297,7,2,37,16,-1,0
1298,1,1,45,41,2,400000
1299,1,2,45,40,2,0
1300,7,2,0,8,-1,0
1301,7,1,0,6,-1,0
1302,7,2,0,3,-1,0
1303,3,1,39,56,1,0
1304,1,2,43,44,2,17000
1305,1,1,44,41,2,340000
1306,7,1,0,8,-1,0
1307,7,2,0,6,-1,0
1308,1,2,43,33,2,57600
1309,1,1,43,34,2,60000
1310,7,2,0,8,-1,0
1311,7,1,0,6,-1,0
1312,7,1,0,4,-1,0
1313,5,2,39,35,2,28000
1314,7,2,0,11,-1,0
1315,7,2,0,7,-1,0
1316,1,1,39,35,2,17000
1317,1,2,39,34,2,12000
1318,7,2,0,13,-1,0
1319,7,1,0,10,-1,0
1320,7,1,0,5,-1,0
1321,7,1,0,3,-1,0
1322,7,1,0,2,-1,0
1323,5,1,45,47,2,172000
1324,7,2,0,11,-1,0
1325,7,2,0,9,-1,0
1326,7,2,0,7,-1,0
1327,1,1,43,55,2,175000
1328,1,2,43,57,2,0
1329,7,2,40,20,2,9800
1330,7,2,37,18,2,0
1331,1,2,45,44,2,180000
1332,1,1,40,55,2,50000
1333,7,1,0,9,-1,0
1334,7,2,0,6,-1,0
1335,1,1,45,72,2,42000
1336,1,2,41,72,2,0
1337,6,1,39,74,1,0
1338,7,2,0,8,-1,0
1339,7,1,0,9,-1,0
1340,4,2,34,85,2,0
1341,7,2,39,31,2,0
1342,3,2,43,61,2,0
1343,1,2,43,75,2,0
1344,1,1,39,75,2,0
1345,1,1,42,74,1,0
1346,1,2,42,67,2,0
1347,4,2,40,70,2,35000
1348,1,1,43,69,2,0
1349,1,2,43,70,2,0
1350,4,2,41,64,2,0
1351,4,2,42,67,2,0
1352,5,2,39,80,2,0
1353,1,2,39,38,2,42000
1354,1,1,39,34,2,25002
1355,7,1,34,15,-1,0
1356,5,2,43,57,2,20000
1357,4,1,39,68,2,0
1358,7,1,39,38,2,0
1359,7,1,36,36,2,25000
1360,1,1,43,66,2,0
1361,1,2,41,58,2,0
1362,5,1,43,35,2,30000
1363,7,1,0,7,-1,0
1364,1,2,39,58,2,0
1365,1,1,39,54,2,66000
1366,1,2,44,57,2,60000
1367,1,1,35,55,2,20000
1368,1,1,39,73,2,77100
1369,1,2,42,78,1,22000
1370,7,1,41,68,2,15000
1371,1,1,39,51,2,61000
1372,1,2,41,48,2,80000
1373,5,1,38,69,2,0
1374,1,1,39,47,2,78500
1375,1,2,39,54,2,25002
1376,7,1,43,22,2,10000
1377,7,2,36,17,2,12002
1378,1,2,40,58,2,0
1379,1,1,39,58,2,0
1380,7,1,39,34,2,0
1381,7,1,39,32,2,0
1382,5,1,39,27,2,29120
1383,7,2,0,8,-1,0
1384,1,2,44,40,2,75000
1385,1,1,39,47,1,75000
1386,7,2,0,11,-1,0
1387,7,1,0,7,-1,0
1388,1,1,46,60,2,380000
1389,1,2,46,54,2,120000
1390,7,1,37,17,2,0
1391,7,1,35,15,-1,0
1392,1,1,39,45,2,55000
1393,1,2,39,41,2,15600
1394,7,1,39,19,2,25000
1395,7,1,0,11,-1,0
1396,7,1,43,43,2,50000
1397,7,2,0,14,-1,0
1398,7,1,0,10,-1,0
1399,7,2,43,43,2,11500
1400,1,1,40,34,2,18000
1401,1,2,40,36,2,20000
1402,7,2,0,13,-1,0
1403,7,1,0,10,-1,0
1404,7,1,0,1,-1,0
1405,7,1,39,23,-1,55000
1406,7,1,40,24,2,15000
1407,4,2,39,62,1,0
1408,1,1,40,71,1,0
1409,1,2,44,71,2,12500
1410,7,1,39,37,2,8000
1411,5,1,44,73,1,0
1412,1,1,42,70,1,0
1413,1,1,43,56,2,62000
1414,4,2,44,72,2,0
1415,4,2,39,80,2,0
1416,4,2,39,69,2,21216
1417,7,1,43,68,2,1500
1418,7,2,43,35,2,92000
1419,7,1,44,37,2,120000
1420,6,2,40,37,2,0
1421,7,2,0,2,-1,0
1422,7,1,39,33,2,0
1423,1,1,43,70,2,0
1424,1,2,40,69,2,0
1425,1,1,41,79,2,0
1426,1,2,41,80,2,0
1427,1,1,40,62,2,125000
1428,1,2,42,60,2,0
1429,1,1,44,79,1,0
1430,1,2,43,79,2,0
1431,1,1,43,80,1,0
1432,1,2,39,79,2,0
1433,5,2,39,54,2,40000
1434,7,1,37,30,2,38000
1435,7,1,39,25,2,32000
1436,7,2,43,32,2,49274
1437,1,2,43,67,2,0
1438,1,1,46,66,1,0
1439,3,2,43,37,2,3120
1440,7,2,0,6,-1,0
1441,5,1,40,61,1,58000
1442,6,1,37,59,1,0
1443,7,2,43,65,2,0
1444,7,1,43,62,2,50000
1445,7,1,43,68,2,0
1446,4,2,40,85,2,0
1447,1,2,39,85,2,0
1448,1,1,41,85,1,0
1449,4,2,39,80,2,0
1450,1,2,44,35,2,52000
1451,1,1,43,37,2,185000
1452,7,2,0,7,-1,0
1453,7,1,0,2,-1,0
1454,1,2,39,63,2,0
1455,1,1,39,71,1,0
1456,7,1,39,31,2,45000
1457,7,2,39,28,2,12000
1458,7,1,39,24,2,20000
1459,1,1,41,52,2,66000
1460,1,2,42,52,2,49000
1461,4,2,40,73,2,1400
1462,1,1,39,74,1,0
1463,1,2,43,68,2,0
1464,5,1,31,51,2,40000
1465,1,1,40,61,2,74000
1466,1,2,43,58,2,37164
1467,7,1,40,25,2,57626
1468,7,2,43,36,2,80000
1469,7,1,41,35,2,7000
1470,5,1,42,31,1,71000
1471,5,2,40,24,2,20000
1472,1,1,44,38,2,63000
1473,1,2,43,34,2,72000
1474,7,2,0,3,-1,0
1475,1,2,45,38,2,0
1476,1,1,45,38,2,90000
1477,7,1,0,10,-1,0
1478,7,1,0,8,-1,0
1479,7,1,0,6,-1,0
1480,7,1,0,4,-1,0
1481,7,1,0,2,-1,0
1482,5,1,39,52,1,52000
1483,7,2,40,20,2,15000
1484,1,1,40,75,1,0
1485,1,2,39,76,2,0
1486,1,2,39,35,2,25000
1487,1,1,39,35,2,82000
1488,7,2,0,12,-1,0
1489,7,1,0,5,-1,0
1490,7,2,0,2,-1,0
1491,1,2,39,57,2,40000
1492,1,1,39,54,2,75000
1493,1,2,43,43,2,52000
1494,1,1,40,44,2,130000
1495,7,1,0,12,-1,0
1496,5,1,40,61,2,80000
1497,5,2,41,64,2,89000
1498,1,1,40,76,2,0
1499,1,2,42,74,2,0
1500,1,1,43,43,2,20000
1501,1,2,44,42,2,115000
1502,7,2,0,8,-1,0
1503,7,2,0,6,-1,0
1504,1,2,43,50,2,0
1505,1,1,43,50,2,100000
1506,7,1,43,15,-1,0
1507,1,1,44,58,-1,159100
1508,2,2,42,59,2,14001
1509,7,2,43,29,2,18000
1510,7,1,44,58,2,130000
1511,7,1,46,61,2,70000
1512,4,2,40,85,1,0
1513,7,2,38,58,2,0
1514,1,1,42,57,2,-9999
1515,1,2,39,54,2,40000
1516,7,2,42,37,2,37000
1517,7,2,0,7,-1,0
1518,1,1,44,65,2,80000
1519,1,2,39,72,2,35000
1520,5,2,39,49,2,0
1521,7,2,34,18,2,1900
1522,7,2,0,9,-1,0
1523,7,1,40,60,2,0
1524,3,2,44,56,2,70000
1525,7,2,42,23,2,13000
1526,1,1,39,85,1,0
1527,1,2,39,85,2,0
1528,1,2,44,34,2,90000
1529,1,1,44,39,2,130000
1530,7,2,0,4,-1,0
1531,7,2,0,1,-1,0
1532,5,2,39,48,2,50500
1533,1,2,39,68,2,0
1534,1,1,37,68,1,0
1535,5,2,36,18,2,0
1536,1,1,45,39,2,76000
1537,1,2,44,34,2,40000
1538,7,2,0,14,-1,0
1539,7,1,0,13,-1,0
1540,1,2,43,32,2,80600
1541,1,1,39,35,2,50000
1542,7,1,0,0,-1,0
1543,7,1,43,53,2,40000
1544,5,2,40,55,2,33000
1545,7,1,35,16,-1,0
1546,1,2,35,68,2,51000
1547,1,1,34,68,1,0
1548,5,1,40,39,2,51000
1549,7,2,0,10,-1,0
1550,7,1,0,3,-1,0
1551,7,2,40,32,2,28000
1552,1,1,44,31,2,85000
1553,1,2,43,31,2,44000
1554,7,1,0,0,-1,0
1555,3,1,45,32,2,290000
1556,3,2,45,34,2,227000
1557,1,2,43,52,2,157000
1558,1,1,39,50,2,50000
1559,7,2,0,14,-1,0
1560,1,2,43,35,2,52000
1561,1,1,43,40,2,120800
1562,7,2,0,5,-1,0
1563,7,1,0,3,-1,0
1564,1,2,44,45,2,235000
1565,1,1,41,45,2,62000
1566,7,2,37,17,2,4000
1567,7,1,34,15,-1,0
1568,1,1,39,35,1,0
1569,1,2,39,33,2,60
1570,7,2,0,7,-1,0
1571,1,2,42,60,2,0
1572,1,1,39,63,2,104118
1573,7,2,37,18,2,0
1574,3,2,43,36,2,15000
1575,1,1,45,72,2,42000
1576,1,2,42,76,2,0
1577,7,2,38,18,2,0
1578,7,2,0,14,-1,0
1579,1,1,43,64,1,97020
1580,1,2,43,62,2,0
1581,4,2,43,73,2,0
1582,1,2,40,54,2,0
1583,1,1,40,55,2,61000
1584,7,2,40,33,2,56000
1585,7,1,39,32,2,12100
1586,1,2,40,70,2,0
1587,1,1,43,74,2,20800
1588,7,2,39,46,2,51000
1589,7,2,40,19,2,15002
1590,7,1,36,49,2,52000
1591,1,1,46,76,2,0
1592,1,2,40,75,2,0
1593,4,2,39,65,2,0
1594,7,1,43,61,2,75000
1595,1,2,42,59,2,38000
1596,1,1,41,61,2,80000
1597,7,1,40,18,2,12000
1598,4,2,43,76,2,0
1599,5,2,39,58,2,3200
1600,7,1,0,3,-1,0
1601,1,1,43,61,2,29000
1602,1,2,43,59,2,0
1603,4,2,40,70,2,0
1604,1,2,42,43,2,41000
1605,1,1,39,43,1,40500
1606,7,1,39,22,2,0
1607,7,1,0,2,-1,0
1608,7,2,39,20,2,0
1609,7,2,0,3,-1,0
1610,7,2,0,2,-1,0
1611,3,1,43,53,2,160000
1612,5,2,40,53,2,20000
1613,5,2,43,39,2,30000
1614,7,2,0,12,-1,0
1615,7,1,44,37,2,113800
1616,1,1,36,34,2,25080
1617,1,2,43,25,2,70200
1618,1,1,39,27,2,65800
1619,1,2,39,24,2,0
1620,7,2,0,6,-1,0
1621,7,1,0,3,-1,0
1622,7,2,0,0,-1,0
1623,1,2,39,66,2,52000
1624,1,1,39,61,2,57200
1625,1,1,43,57,1,194999
1626,1,2,41,47,2,18487
1627,7,2,39,21,2,9000
1628,1,2,40,80,2,0
1629,1,1,40,85,2,0
1630,1,1,43,34,2,160000
1631,1,2,43,33,2,7200
1632,7,1,0,7,-1,0
1633,7,2,0,4,-1,0
1634,7,2,0,0,-1,0
1635,7,1,40,52,2,250000
1636,5,2,43,58,2,58000
1637,4,2,39,67,2,0
1638,7,1,39,42,2,70000
1639,4,2,43,75,2,600
1640,7,1,39,38,2,14000
1641,1,2,43,42,2,10000
1642,1,1,39,44,2,14400
1643,7,2,0,14,-1,0
1644,7,1,0,14,-1,0
1645,7,1,0,12,-1,0
1646,4,1,44,66,1,92000
1647,1,2,43,34,2,75000
1648,1,1,39,25,2,100000
1649,1,1,39,69,2,8700
1650,1,2,39,64,2,0
1651,7,1,39,45,2,0
1652,1,1,35,80,1,18067
1653,1,2,39,69,2,0
1654,5,2,37,85,2,0
1655,4,1,39,73,2,0
1656,5,2,40,51,2,34500
1657,7,1,0,12,-1,0
1658,1,1,43,43,1,0
1659,1,2,43,42,1,47000
1660,7,1,35,15,-1,0
1661,7,1,0,11,-1,0
1662,1,1,39,67,2,0
1663,1,2,43,67,2,0
1664,1,2,44,34,2,62900
1665,1,1,43,36,2,57000
1666,7,2,0,9,-1,0
1667,7,2,0,5,-1,0
1668,1,2,39,51,2,29750
1669,1,1,39,61,2,29662
1670,1,1,39,72,2,0
1671,1,2,39,72,2,0
1672,1,1,39,85,1,0
1673,1,2,39,85,2,0
1674,1,2,42,53,2,-9999
1675,1,1,40,42,2,70000
1676,1,1,39,70,2,0
1677,1,2,43,59,2,195000
1678,7,1,39,62,2,0
1679,1,1,40,74,1,0
1680,1,2,43,74,2,0
1681,1,1,44,69,2,1200
1682,1,2,43,65,2,0
1683,1,1,39,69,2,0
1684,1,2,42,67,2,49950
1685,1,2,43,71,2,0
1686,1,1,45,73,1,0
1687,1,2,44,66,2,0
1688,1,1,42,71,2,0
1689,3,2,39,79,2,60000
1690,3,1,44,47,2,150000
1691,4,2,43,69,2,35000
1692,1,1,43,80,1,0
1693,1,2,39,80,2,0
1694,5,1,41,73,1,0
1695,1,1,44,85,1,0
1696,1,2,44,79,2,0
1697,7,1,40,66,2,0
1698,7,1,44,56,2,52000
1699,1,2,40,61,2,0
1700,1,1,39,54,2,35000
1701,1,2,42,73,2,0
1702,1,1,43,73,2,0
1703,1,2,40,33,1,0
1704,1,1,40,31,2,108000
1705,7,2,0,7,-1,0
1706,7,2,0,6,-1,0
1707,7,1,0,4,-1,0
1708,1,1,43,45,2,88000
1709,1,2,43,44,2,1000
1710,7,2,0,9,-1,0
1711,1,1,39,42,2,0
1712,1,2,39,36,2,8000
1713,7,2,37,17,2,4000
1714,7,1,0,14,-1,0
1715,7,2,0,14,-1,0
1716,7,1,0,8,-1,0
1717,1,1,44,72,1,0
1718,1,2,44,73,2,0
1719,1,2,37,54,2,20800
1720,1,1,39,53,2,20000
1721,7,2,40,73,2,0
1722,1,1,39,59,2,70000
1723,1,2,36,54,2,34000
1724,1,1,43,75,1,0
1725,1,2,40,73,2,0
1726,5,2,40,80,2,0
1727,7,2,40,26,2,6000
1728,4,2,40,59,2,185000
1729,7,2,42,25,2,51000
1730,4,1,40,85,1,0
1731,1,2,42,50,2,20000
1732,1,1,43,44,2,110000
1733,7,1,34,15,-1,0
1734,7,2,0,13,-1,0
1735,1,1,39,39,2,72000
1736,1,2,43,37,2,40900
1737,7,2,0,5,-1,0
1738,7,2,0,4,-1,0
1739,5,2,43,40,2,42600
1740,7,1,35,16,-1,0
1741,7,1,0,14,-1,0
1742,1,2,43,44,2,500
1743,1,1,40,44,2,65000
1744,7,2,0,4,-1,0
1745,1,1,43,48,2,85000
1746,1,2,42,45,2,39000
1747,7,1,0,10,-1,0
1748,1,2,43,33,2,1650
1749,1,1,39,37,2,38000
1750,7,2,0,4,-1,0
1751,7,1,39,26,2,41675
1752,7,1,0,7,-1,0
1753,7,1,0,1,-1,0
1754,1,2,39,38,2,0
1755,1,1,43,37,2,62000
1756,7,1,36,17,2,9002
1757,7,1,34,15,-1,0
1758,7,1,0,9,-1,0
1759,1,1,43,59,2,80000
1760,1,2,39,50,2,152000
1761,7,1,40,19,2,0
1762,7,1,35,16,-1,4000
1763,1,2,42,85,2,0
1764,1,1,43,85,1,0
1765,1,1,44,61,2,0
1766,1,2,43,61,2,0
1767,4,2,39,85,2,0
1768,1,1,43,50,1,150000
1769,1,2,40,44,2,0
1770,7,2,40,20,2,4500
1771,7,2,0,14,-1,0
1772,1,1,39,46,2,62000
1773,1,2,44,45,2,41000
1774,7,2,0,7,-1,0
1775,1,1,39,56,2,53000
1776,1,2,39,59,2,23000
1777,5,1,43,73,1,0
1778,6,1,40,70,1,0
1779,7,1,35,46,2,0
1780,7,2,43,50,2,125000
1781,1,2,41,64,2,700
1782,1,1,44,69,2,12000
1783,7,1,46,36,2,0
1784,7,1,43,34,2,58000
1785,5,2,40,67,2,20000
1786,1,1,40,32,2,0
1787,1,2,43,32,2,0
1788,1,1,43,33,2,77000
1789,1,2,44,32,2,116000
1790,7,1,0,3,-1,0
1791,7,1,0,0,-1,0
1792,1,1,44,50,1,170000
1793,1,2,44,50,2,65000
1794,6,2,42,41,2,65000
1795,7,1,0,13,-1,0
1796,7,1,0,9,-1,0
1797,4,2,42,85,2,0
1798,4,2,43,85,2,0
1799,4,2,39,80,2,6000
1800,1,1,39,50,2,48000
1801,1,2,40,43,2,75000
1802,7,2,34,15,-1,0
1803,4,2,42,70,2,0
1804,7,2,43,40,2,0
1805,1,1,43,38,2,88000
1806,1,2,42,30,2,85000
1807,7,2,0,1,-1,0
1808,7,1,44,77,2,0
1809,1,1,40,30,1,35000
1810,1,2,43,32,2,80000
1811,4,1,39,51,2,30002
1812,7,1,43,24,2,2880
1813,1,2,39,34,2,39000
1814,1,1,39,35,2,68000
1815,7,1,0,4,-1,0
1816,1,1,43,41,2,50000
1817,1,2,44,40,2,18000
1818,7,2,0,4,-1,0
1819,1,1,43,64,2,4000
1820,1,2,44,69,2,0
1821,7,1,42,33,2,49991
1822,4,2,38,85,2,0
1823,4,1,42,80,1,0
1824,7,2,42,27,2,0
1825,7,2,0,8,-1,0
1826,7,1,0,8,-1,0
1827,7,2,0,4,-1,0
1828,7,1,39,30,2,20000
